loss,accuracy,sparse_top_k_categorical_accuracy,val_loss,val_accuracy,val_sparse_top_k_categorical_accuracy,accuracyRate,perClassAccuracyRate0,perClassAccuracyRate1,perClassAccuracyRate2,perClassAccuracyRate3,perClassAccuracyRate4,perClassAccuracyRate5,perClassAccuracyRate6,perClassAccuracyRate7,perClassAccuracyRate8,perClassAccuracyRate9
0.919135332107544,0.6999444365501404,0.8931111097335815,0.43038222193717957,0.8657500147819519,0.9679999947547913,0.8732777777777778,0.9099809627413652,0.9352913085004776,0.8677898343803541,0.8859779696338196,0.8967647058823529,0.8682198762286131,0.8880636604774536,0.927683615819209,0.7718138551031201,0.7873918417799752
0.5784923434257507,0.8132777810096741,0.9568889141082764,0.38402125239372253,0.8852499723434448,0.9742500185966492,0.8950833333333333,0.9359440559440559,0.9521951219512195,0.9125486672656484,0.8806770098730606,0.8699973139940907,0.9059945504087193,0.9096862210095498,0.946525593365742,0.7984615384615384,0.8463806970509383
0.5240256786346436,0.8331944346427917,0.9640555381774902,0.379355788230896,0.8822500109672546,0.9739999771118164,0.8960277777777778,0.9114093959731544,0.9418103448275862,0.9201732673267327,0.9013045944412933,0.9247601918465228,0.8868648130393096,0.9025834230355221,0.95,0.8021601685985248,0.8280531425651507
0.5023281574249268,0.8396944403648376,0.9674721956253052,0.35362476110458374,0.8960000276565552,0.9789999723434448,0.90325,0.94538766270515,0.9474946056101654,0.9247695509961344,0.8763383297644539,0.8957226726306962,0.9239583333333333,0.8896171997902464,0.9284543965046422,0.8268817204301075,0.8770053475935828
0.4796852171421051,0.8472499847412109,0.9703888893127441,0.33201295137405396,0.8989999890327454,0.9802500009536743,0.9126388888888889,0.9522598870056497,0.967128027681661,0.9326009501187649,0.9252173913043478,0.9001673173452315,0.9060102301790282,0.9226141646158053,0.9343817787418656,0.806419004296184,0.8844011142061281
0.46051573753356934,0.8543888926506042,0.9721944332122803,0.3263775408267975,0.902999997138977,0.9785000085830688,0.9113611111111111,0.9511098623208767,0.9569238257483572,0.9249136939010356,0.9134506242905789,0.9226225634967513,0.9211839042234785,0.9331676332504832,0.9519886363636364,0.8190303344568317,0.8314350797266514
0.44173574447631836,0.8598055839538574,0.9736666679382324,0.3054026663303375,0.9097499847412109,0.9792500138282776,0.9164722222222222,0.9316332067281606,0.9570284049526584,0.9185845799769851,0.9266725094945953,0.9008859357696567,0.9239200515796261,0.9507500707613926,0.9448753462603878,0.8279875840662183,0.8850125593078426
0.433215856552124,0.8625555634498596,0.9738610982894897,0.3091685175895691,0.9035000205039978,0.9825000166893005,0.9135,0.9453277545327754,0.9660014781966002,0.9288389513108615,0.9202960432678622,0.9042372881355932,0.9432699083861874,0.9322873658133773,0.9610315186246419,0.8051525762881441,0.8475405614215812
0.4238981306552887,0.8653055429458618,0.9748610854148865,0.27731311321258545,0.9164999723434448,0.9815000295639038,0.9239444444444445,0.9517702815723446,0.9695630829651448,0.9433906342620035,0.9217753120665741,0.909065550906555,0.9411180946080053,0.9227040129275519,0.9325662295959326,0.8531937734836286,0.8945900725041829
0.41185081005096436,0.8703055381774902,0.9756388664245605,0.2884880006313324,0.9147499799728394,0.9837499856948853,0.9225,0.9514914970727627,0.9668467583497053,0.9481525625744934,0.9292316580011554,0.8815266366286775,0.9294954721862871,0.9532842582106456,0.9492773384237797,0.8230494645588985,0.90076120665351
0.41532617807388306,0.8691944479942322,0.9748333096504211,0.2842874825000763,0.9152500033378601,0.9822499752044678,0.9235833333333333,0.9472521402927369,0.9653827401267674,0.9529411764705882,0.9253018814939624,0.917546362339515,0.9293354943273906,0.9382100304793571,0.9622377622377623,0.8311755567063698,0.873112582781457
0.40731456875801086,0.8709999918937683,0.9766944646835327,0.2824605703353882,0.9114999771118164,0.9835000038146973,0.9246666666666666,0.9613431151241535,0.9740034662045061,0.9417788180222352,0.9337557603686636,0.9240943070730305,0.9378512396694215,0.9376030786146234,0.9640651319483436,0.8169820717131474,0.8693033001571504
0.3941996097564697,0.8761110901832581,0.977138876914978,0.277020663022995,0.9085000157356262,0.9854999780654907,0.9279444444444445,0.9515185288381165,0.9712530712530713,0.9323479249573622,0.937358276643991,0.9436021831412977,0.9427730542838456,0.9247052518756699,0.9658932065977076,0.8593206739769992,0.8579851320174314
0.3873386085033417,0.8766111135482788,0.9778611063957214,0.2788442075252533,0.9164999723434448,0.9817500114440918,0.9280277777777778,0.9529902642559109,0.9690265486725663,0.9372842347525892,0.929749715585893,0.9048404840484048,0.9263764404609475,0.9521008403361344,0.9595903681151398,0.8596396880881958,0.8873544543731384
0.38405296206474304,0.8776111006736755,0.9782222509384155,0.2662898898124695,0.921750009059906,0.984250009059906,0.9306111111111111,0.9664772727272727,0.9717583497053045,0.9358683314415437,0.9357224118316269,0.9201349831271091,0.9447975911676146,0.9396267837541163,0.95420054200542,0.8410613086038125,0.901022947193807
0.37533140182495117,0.8804166913032532,0.9792777895927429,0.2602985203266144,0.9169999957084656,0.984250009059906,0.9322222222222222,0.9548369110677446,0.9687576275323407,0.9508439443292863,0.9330708661417323,0.9190170343479475,0.9485751719620046,0.9514293644185401,0.9544331594839418,0.8656875834445927,0.8792462845010616
0.3766680359840393,0.879027783870697,0.9786111116409302,0.2604649066925049,0.9194999933242798,0.9850000143051147,0.9334722222222223,0.936773844906782,0.9513822688274547,0.9515045281916448,0.942627653471027,0.9191073919107392,0.9456591639871382,0.9565952649379932,0.9539384028345599,0.8849557522123894,0.8930903155603918
0.36386868357658386,0.8842222094535828,0.9795555472373962,0.2525179088115692,0.9202499985694885,0.9867500066757202,0.9345,0.9531163816878102,0.9673489278752436,0.9597234746017433,0.9397384877771461,0.9131147540983606,0.9388853704876504,0.9494584837545126,0.9564977973568282,0.8794287283713266,0.8883248730964467
0.36278191208839417,0.8853611350059509,0.9800277948379517,0.2589201331138611,0.9179999828338623,0.9862499833106995,0.9343333333333333,0.9613553626435172,0.96799413633032,0.9605809128630706,0.944396427542495,0.93125,0.9363378506145603,0.962360992301112,0.9614531336661121,0.8397159523205681,0.8875266524520256
0.35621172189712524,0.8881666660308838,0.9807778000831604,0.25919270515441895,0.9194999933242798,0.9869999885559082,0.9319722222222222,0.9661876584953508,0.9655172413793104,0.9551056338028169,0.9408695652173913,0.9232277949005323,0.9503916449086162,0.9512534818941504,0.9667042889390519,0.8331643002028397,0.8799682034976153
0.35817259550094604,0.8846666812896729,0.9819722175598145,0.257426917552948,0.918749988079071,0.987500011920929,0.9337777777777778,0.9566184649610678,0.9670972459176213,0.95972756884809,0.9275564224017833,0.9282627484874676,0.9461811150499516,0.9393110989611809,0.9584017515051998,0.8820163487738419,0.8749010292953285
0.3591468930244446,0.886472225189209,0.980638861656189,0.252716988325119,0.9227499961853027,0.9852499961853027,0.93575,0.9679068446464073,0.9748892171344166,0.9470945359930616,0.9450390512004628,0.9216934144991699,0.9375396322130628,0.9377379010331702,0.9511146924523234,0.847457627118644,0.9303944315545244
0.35339197516441345,0.8889444470405579,0.9808889031410217,0.24815885722637177,0.925000011920929,0.9857500195503235,0.9359444444444445,0.9665166010129431,0.97021484375,0.9479256080114449,0.9525493663424698,0.9266365688487584,0.9370716510903427,0.9562308335656537,0.9711945778028805,0.853531404743289,0.8830269118038903
0.3476361036300659,0.8889166712760925,0.981416642665863,0.2437979280948639,0.9212499856948853,0.9879999756813049,0.9369444444444445,0.9715424018212863,0.9680487804878048,0.9596917605216361,0.9401757867876382,0.9333706606942889,0.9542184434270765,0.9479338842975207,0.9634652643232771,0.8392447052819597,0.9019713745611666
0.3429974615573883,0.8905555605888367,0.9827222228050232,0.2473483383655548,0.9235000014305115,0.9854999780654907,0.9390555555555555,0.9641356122163071,0.9736777367773678,0.9619693396226415,0.946869615163699,0.932975113122172,0.9370127845338323,0.9650170648464164,0.9648061589221886,0.8556219163853545,0.8937416777629827
0.34030136466026306,0.8910277485847473,0.9827777743339539,0.24192602932453156,0.9235000014305115,0.9887499809265137,0.9395277777777777,0.9673974142776841,0.9741760944417117,0.9543234702671646,0.9481820784425995,0.9066953482118849,0.9512746047111972,0.9640735502121641,0.9759819157954225,0.8554123711340206,0.9052197802197802
0.34108254313468933,0.8913611173629761,0.9829999804496765,0.22680097818374634,0.9317499995231628,0.9907500147819519,0.9396111111111111,0.967277856135402,0.9763196842624569,0.9549002601908065,0.9290021929824561,0.9339381910972497,0.9534353630739173,0.951300498063088,0.9662388392857143,0.8812281174252626,0.8859025032938076
0.33254536986351013,0.893750011920929,0.9823055267333984,0.23368191719055176,0.9262499809265137,0.9869999885559082,0.94,0.9602556976097832,0.9680643588493418,0.9543365881677197,0.9432229334817701,0.9314089739925693,0.9506093649775497,0.9528955389304516,0.9626865671641791,0.8975,0.8799788973885518
0.3374885618686676,0.8928055763244629,0.9821388721466064,0.2396717369556427,0.9232500195503235,0.9882500171661377,0.93775,0.9750859106529209,0.9744408945686901,0.9694771834391055,0.9272332337768123,0.9431949250288351,0.9607778510217535,0.943272129350507,0.9549743866271232,0.8412170800306826,0.8996201844818231
0.3349369466304779,0.8920555710792542,0.9824444651603699,0.23060907423496246,0.9277499914169312,0.987500011920929,0.9385555555555556,0.9601906363891225,0.9732515337423313,0.961890694239291,0.9408284023668639,0.944956772334294,0.9648142058533378,0.9504292439767378,0.9663076498204916,0.8388973191704603,0.8967085897778967
0.3336317241191864,0.8924444317817688,0.9829999804496765,0.23423922061920166,0.9227499961853027,0.9854999780654907,0.9416666666666667,0.9586823003908431,0.9782447466007417,0.9559585492227979,0.958393527882115,0.9298986486486487,0.9391005621486571,0.9612141652613828,0.9602937177046506,0.8776881720430108,0.8972987429794063
0.33194684982299805,0.8939722180366516,0.9828333258628845,0.23066824674606323,0.9269999861717224,0.9882500171661377,0.942,0.9585073795600112,0.9742394504416094,0.96398243045388,0.952435203645685,0.9440639269406392,0.9470177664974619,0.9534497090606816,0.9715163362189333,0.8642105263157895,0.8952532484752055
0.33456844091415405,0.890916645526886,0.9823611378669739,0.2323502004146576,0.9272500276565552,0.9887499809265137,0.9395,0.9670700816211653,0.9729264090573468,0.9543365881677197,0.9350041310933627,0.9458900059136606,0.9630728651500164,0.9535141117874931,0.9559967802522136,0.8622786148559345,0.8909673971138429
0.3247435688972473,0.8964999914169312,0.9835555553436279,0.2339853048324585,0.9269999861717224,0.9872499704360962,0.94125,0.9591439688715954,0.9742268041237113,0.9600231749710313,0.9579735175590098,0.9359704040978941,0.9440251572327044,0.96234897443102,0.9719966395967516,0.8690129663932258,0.8826463638750328
0.32730191946029663,0.8956944346427917,0.9832777976989746,0.23522703349590302,0.9237499833106995,0.987500011920929,0.9418333333333333,0.9591893392559689,0.9789864029666254,0.9505789325049421,0.9562464018422567,0.9357927344410025,0.9657894736842105,0.9633802816901409,0.9732394366197183,0.8564022809745983,0.8883916820215846
